booking_id,guest_id,booking_date,check_in_date,check_out_date,room_type_id,rate_code_id,channel_id,segment_id,status,total_room_revenue,number_of_rooms,adults_count,children_count
RES-16212,GST-1140,2024-01-01,2024-01-29,2024-02-01,RT_STQ,RC_RACK,CH_BDC,Leisure,Checked-Out,13318.5,1,1,0
RES-16213,GST-1666,2024-02-06,2024-03-02,2024-03-04,RT_STQ,RC_CORP,CH_EXP,Business,Checked-Out,13156.0,2,3,0
RES-16214,GST-0085,2024-07-16,2024-08-07,2024-08-08,RT_OCV,RC_AAA,CH_DIR,Business,Cancelled,0,1,2,0
RES-16215,GST-0699,2024-12-03,2024-12-31,2025-01-02,RT_OCV,RC_NRF,CH_EXP,Leisure,Cancelled,0,1,2,0
RES-16216,GST-0791,2024-05-10,2024-07-02,2024-07-04,RT_DLK,RC_CORP,CH_BDC,Leisure,Checked-Out,9243.0,1,2,1
RES-16217,GST-0210,2024-02-16,2024-03-05,2024-03-06,RT_STQ,RC_RACK,CH_EXP,Business,Checked-Out,3016.0,1,1,2
RES-16218,GST-0392,2024-01-24,2024-03-01,2024-03-02,RT_OCV,RC_AAA,CH_DIR,Business,Checked-Out,4678.2,1,2,0
RES-16219,GST-0980,2024-05-24,2024-06-10,2024-06-11,RT_STQ,RC_RACK,CH_EXP,Business,Cancelled,0,1,2,0
RES-16220,GST-0524,2024-12-11,2024-12-26,2024-12-29,RT_STQ,RC_NRF,CH_EXP,Leisure,Checked-Out,9378.72,1,2,0
RES-16221,GST-1478,2024-11-18,2024-12-22,2024-12-23,RT_OCV,RC_CORP,CH_EXP,Transient,Checked-Out,6130.8,1,1,2
RES-16222,GST-0347,2024-07-04,2024-08-09,2024-08-12,RT_OCV,RC_RACK,CH_EXP,Transient,Checked-Out,21352.5,1,1,0
RES-16223,GST-0287,2024-06-24,2024-06-25,2024-06-26,RT_DLK,RC_CORP,CH_WAL,Business,Checked-Out,3331.2,1,1,0
RES-16224,GST-0353,2024-09-01,2024-10-30,2024-11-06,RT_DLK,RC_AAA,CH_EXP,Group,Checked-Out,24834.6,1,1,0
RES-16225,GST-1473,2024-11-21,2024-12-30,2025-01-04,RT_ACC,RC_CORP,CH_BDC,Leisure,Cancelled,0,1,2,0
RES-16226,GST-0035,2024-05-14,2024-05-14,2024-05-16,RT_STQ,RC_NRF,CH_WAL,Business,Checked-Out,4277.76,1,2,0
RES-16227,GST-0211,2024-11-09,2024-12-27,2024-12-30,RT_STQ,RC_RACK,CH_EXP,Leisure,No-Show,4319.9,1,1,0
RES-16228,GST-0235,2024-03-09,2024-04-09,2024-04-10,RT_DLK,RC_RACK,CH_EXP,Transient,Checked-Out,3657.6,1,2,0
RES-16229,GST-1775,2024-08-26,2024-10-03,2024-10-08,RT_STQ,RC_AAA,CH_DIR,Leisure,Checked-Out,11830.5,1,1,0
RES-16230,GST-1933,2024-04-02,2024-04-03,2024-04-06,RT_DLK,RC_RACK,CH_WAL,Leisure,Checked-Out,9535.2,1,1,1
RES-16231,GST-1012,2024-03-17,2024-03-28,2024-03-29,RT_DLK,RC_PROMO,CH_DIR,Business,Checked-Out,3588.7,1,2,0
RES-16232,GST-0476,2024-03-19,2024-05-10,2024-05-13,RT_OCV,RC_RACK,CH_BDC,Wholesale,Checked-Out,13447.2,1,1,0
RES-16233,GST-0239,2024-07-28,2024-07-28,2024-07-31,RT_DLK,RC_RACK,CH_WAL,Leisure,Checked-Out,18318.3,1,1,0
RES-16234,GST-0152,2024-04-16,2024-04-30,2024-05-02,RT_OCV,RC_AAA,CH_BDC,Leisure,Checked-Out,8520.48,1,2,0
RES-16235,GST-0167,2024-08-17,2024-09-19,2024-09-22,RT_OCV,RC_CORP,CH_EXP,Leisure,Checked-Out,14025.6,1,1,2
RES-16236,GST-1400,2024-11-16,2024-12-08,2024-12-11,RT_OCV,RC_PROMO,CH_DIR,Transient,Checked-Out,19114.29,1,1,0
RES-16237,GST-1008,2024-09-17,2024-10-07,2024-10-12,RT_ACC,RC_RACK,CH_DIR,Leisure,Checked-Out,13010.0,1,1,0
RES-16238,GST-0961,2024-01-01,2024-01-22,2024-01-25,RT_ACC,RC_PROMO,CH_BDC,Leisure,Checked-Out,8486.4,1,1,0
RES-16239,GST-0131,2024-06-08,2024-07-15,2024-07-17,RT_DLK,RC_RACK,CH_DIR,Leisure,Checked-Out,9648.6,1,2,0
RES-16240,GST-1166,2024-01-01,2024-01-19,2024-01-21,RT_STQ,RC_AAA,CH_EXP,Business,Checked-Out,32020.56,4,1,1
RES-16241,GST-0284,2024-09-20,2024-10-30,2024-11-04,RT_STQ,RC_NRF,CH_BDC,Leisure,Cancelled,0,1,1,0
RES-16242,GST-1920,2024-09-14,2024-11-10,2024-11-11,RT_STQ,RC_CORP,CH_EXP,Transient,Checked-Out,4123.6,1,2,0
RES-16243,GST-1540,2024-01-01,2024-01-13,2024-01-15,RT_STQ,RC_CORP,CH_GDS,Business,Checked-Out,7813.0,1,1,0
RES-16244,GST-1215,2024-08-16,2024-09-25,2024-09-28,RT_DLK,RC_RACK,CH_DIR,Leisure,Checked-Out,9765.6,1,1,1
RES-16245,GST-0444,2024-12-11,2024-12-29,2024-12-31,RT_DLK,RC_RACK,CH_EXP,Leisure,Checked-Out,9679.8,1,2,1
RES-16246,GST-0287,2024-06-03,2024-07-21,2024-07-24,RT_DLK,RC_RACK,CH_EXP,Transient,Checked-Out,13731.9,1,2,1
RES-16247,GST-0154,2024-08-20,2024-09-29,2024-10-02,RT_OCV,RC_CORP,CH_EXP,Leisure,Checked-Out,11424.0,1,2,0
RES-16248,GST-0840,2024-07-04,2024-07-16,2024-07-17,RT_STQ,RC_CORP,CH_GDS,Business,Checked-Out,3725.8,1,1,3
RES-16249,GST-1987,2024-01-20,2024-01-29,2024-01-31,RT_DLK,RC_PROMO,CH_GDS,Transient,Checked-Out,10972.65,1,1,0
RES-16250,GST-0949,2024-03-23,2024-05-18,2024-05-22,RT_OCV,RC_PROMO,CH_EXP,Leisure,Checked-Out,40212.48,3,4,0
RES-16251,GST-1274,2024-05-10,2024-07-04,2024-07-05,RT_DLK,RC_RACK,CH_EXP,Transient,Cancelled,0,1,2,0
RES-16252,GST-1426,2024-07-23,2024-08-24,2024-08-27,RT_DLK,RC_RACK,CH_DIR,Wholesale,Checked-Out,13950.3,1,1,0
RES-16253,GST-1691,2024-12-06,2024-12-06,2024-12-09,RT_DLK,RC_CORP,CH_WAL,Transient,Checked-Out,18618.6,1,1,1
RES-16254,GST-0355,2024-10-30,2024-12-04,2024-12-08,RT_ACC,RC_CORP,CH_BDC,Wholesale,No-Show,3894.8,1,2,0
RES-16255,GST-0508,2024-04-20,2024-05-06,2024-05-08,RT_STQ,RC_RACK,CH_BDC,Transient,Checked-Out,4192.0,1,2,1
RES-16256,GST-1366,2024-08-16,2024-09-29,2024-10-01,RT_STQ,RC_RACK,CH_BDC,Leisure,Cancelled,0,2,4,1
RES-16257,GST-0136,2024-03-26,2024-04-26,2024-04-28,RT_DLK,RC_CORP,CH_EXP,Leisure,Checked-Out,5779.2,1,2,0
RES-16258,GST-1387,2024-01-01,2024-01-25,2024-01-27,RT_STQ,RC_AAA,CH_DIR,Business,No-Show,3137.94,1,2,2
RES-16259,GST-0130,2024-05-01,2024-06-12,2024-06-14,RT_STQ,RC_NRF,CH_DIR,Transient,Checked-Out,4280.32,1,2,1
RES-16260,GST-0846,2024-01-14,2024-02-26,2024-03-01,RT_OCV,RC_NRF,CH_EXP,Leisure,Checked-Out,26357.76,1,2,1
RES-16261,GST-1980,2024-10-01,2024-10-18,2024-10-21,RT_OCV,RC_AAA,CH_DIR,Transient,Checked-Out,12762.9,1,1,1
RES-16262,GST-1868,2024-02-28,2024-03-06,2024-03-09,RT_OCV,RC_RACK,CH_DIR,Leisure,Checked-Out,14571.0,1,1,0
RES-16263,GST-0051,2024-10-28,2024-11-23,2024-11-28,RT_OCV,RC_RACK,CH_BDC,Leisure,Checked-Out,29269.5,1,2,2
RES-16264,GST-1908,2024-03-12,2024-05-07,2024-05-08,RT_OCV,RC_CORP,CH_EXP,Business,Cancelled,0,1,1,0
RES-16265,GST-1424,2024-03-03,2024-03-25,2024-03-27,RT_STQ,RC_RACK,CH_EXP,Business,Checked-Out,5192.0,1,2,0
RES-16266,GST-0822,2024-03-05,2024-04-04,2024-04-06,RT_DLK,RC_CORP,CH_EXP,Transient,Cancelled,0,1,1,0
RES-16267,GST-1771,2024-01-01,2024-01-26,2024-01-30,RT_DLK,RC_CORP,CH_BDC,Leisure,Checked-Out,18694.0,1,1,1
RES-16268,GST-1868,2024-11-06,2024-11-21,2024-11-24,RT_OCV,RC_AAA,CH_DIR,Wholesale,Checked-Out,19754.28,1,2,0
RES-16269,GST-1505,2024-09-06,2024-09-07,2024-09-09,RT_DLK,RC_CORP,CH_WAL,Business,No-Show,3169.6,1,1,0
RES-16270,GST-0547,2024-05-30,2024-07-09,2024-07-11,RT_OCV,RC_PROMO,CH_BDC,Business,Cancelled,0,1,2,3
RES-16271,GST-1975,2024-09-24,2024-10-06,2024-10-08,RT_DLK,RC_PROMO,CH_GDS,Business,Checked-Out,8068.2,1,2,3
RES-16272,GST-1722,2024-05-31,2024-07-01,2024-07-03,RT_DLK,RC_RACK,CH_BDC,Leisure,Cancelled,0,1,2,0
RES-16273,GST-1873,2024-10-30,2024-12-11,2024-12-12,RT_STQ,RC_AAA,CH_DIR,Business,Checked-Out,3639.87,1,1,3
RES-16274,GST-1303,2024-06-22,2024-07-15,2024-07-19,RT_STQ,RC_RACK,CH_EXP,Leisure,Cancelled,0,1,1,0
RES-16275,GST-1008,2024-10-29,2024-12-03,2024-12-08,RT_OCV,RC_CORP,CH_DIR,Leisure,No-Show,7777.9,1,2,1
RES-16276,GST-0468,2024-01-21,2024-02-05,2024-02-09,RT_STQ,RC_CORP,CH_BDC,Group,Checked-Out,17347.2,1,2,1
RES-16277,GST-1145,2024-08-09,2024-09-08,2024-09-09,RT_STQ,RC_CORP,CH_GDS,Transient,Cancelled,0,1,1,0
RES-16278,GST-1297,2024-01-28,2024-02-07,2024-02-10,RT_OCV,RC_RACK,CH_DIR,Group,Checked-Out,22900.8,1,1,0
RES-16279,GST-1146,2024-03-20,2024-04-03,2024-04-05,RT_DLK,RC_RACK,CH_DIR,Leisure,Checked-Out,6246.4,1,2,0
RES-16280,GST-0685,2024-02-25,2024-03-30,2024-04-03,RT_DLK,RC_AAA,CH_DIR,Leisure,Checked-Out,29404.8,2,4,0
RES-16281,GST-0577,2024-07-07,2024-07-07,2024-07-12,RT_OCV,RC_PROMO,CH_WAL,Leisure,Checked-Out,25420.53,1,1,0
RES-16282,GST-0620,2024-01-04,2024-02-03,2024-02-06,RT_STE,RC_PROMO,CH_DIR,Transient,Checked-Out,28615.08,1,1,0
RES-16283,GST-1427,2024-10-14,2024-11-22,2024-11-25,RT_STQ,RC_AAA,CH_EXP,Leisure,Cancelled,0,1,2,2
RES-16284,GST-0803,2024-05-07,2024-05-30,2024-06-02,RT_STQ,RC_RACK,CH_EXP,Leisure,Checked-Out,8203.2,1,1,0
RES-16285,GST-0598,2024-08-07,2024-08-17,2024-08-21,RT_ACC,RC_PROMO,CH_DIR,Wholesale,Checked-Out,13047.84,1,2,1
RES-16286,GST-0522,2024-10-29,2024-11-25,2024-11-27,RT_OCV,RC_RACK,CH_BDC,Business,Checked-Out,11866.4,1,2,0
RES-16287,GST-0359,2024-01-27,2024-03-09,2024-03-10,RT_STQ,RC_AAA,CH_DIR,Transient,Checked-Out,2941.2,1,1,1
RES-16288,GST-1309,2024-03-28,2024-05-17,2024-05-19,RT_DLK,RC_CORP,CH_EXP,Leisure,Checked-Out,6667.2,1,1,1
RES-16289,GST-1349,2024-07-16,2024-07-17,2024-07-20,RT_STE,RC_RACK,CH_WAL,Transient,Checked-Out,30474.6,1,1,1
RES-16290,GST-0384,2024-04-29,2024-05-27,2024-05-30,RT_STQ,RC_RACK,CH_EXP,Transient,Checked-Out,6715.2,1,2,3
RES-16291,GST-1374,2024-02-10,2024-04-01,2024-04-06,RT_DLK,RC_CORP,CH_BDC,Group,Checked-Out,16500.0,1,1,0
RES-16292,GST-0656,2024-09-29,2024-10-24,2024-10-29,RT_STQ,RC_RACK,CH_EXP,Leisure,Checked-Out,12605.0,1,2,1
RES-16293,GST-2000,2024-08-03,2024-08-03,2024-08-04,RT_DLK,RC_RACK,CH_WAL,Transient,Checked-Out,6035.9,1,2,2
RES-16294,GST-0858,2024-10-09,2024-11-01,2024-11-06,RT_DLK,RC_PROMO,CH_GDS,Leisure,Checked-Out,27078.02,1,2,2
RES-16295,GST-0447,2024-10-03,2024-11-12,2024-11-14,RT_OCV,RC_CORP,CH_DIR,Transient,Checked-Out,16065.4,1,1,0
RES-16296,GST-1344,2024-05-09,2024-06-27,2024-06-28,RT_ACC,RC_RACK,CH_EXP,Business,Checked-Out,2202.4,1,1,1
RES-16297,GST-0687,2024-07-01,2024-07-01,2024-07-02,RT_STQ,RC_NRF,CH_WAL,Business,Checked-Out,2921.36,1,2,3
RES-16298,GST-0156,2024-02-24,2024-04-18,2024-04-20,RT_STQ,RC_NRF,CH_EXP,Business,Checked-Out,3367.68,1,2,1
RES-16299,GST-1826,2024-06-18,2024-07-14,2024-07-17,RT_DLK,RC_AAA,CH_DIR,Leisure,Checked-Out,14608.62,1,2,0
RES-16300,GST-0241,2024-06-10,2024-08-07,2024-08-08,RT_STQ,RC_PROMO,CH_BDC,Transient,Checked-Out,2898.41,1,1,0
RES-16301,GST-1366,2024-07-18,2024-08-08,2024-08-10,RT_OCV,RC_RACK,CH_EXP,Business,Checked-Out,11921.0,1,1,0
RES-16302,GST-1764,2024-04-09,2024-04-23,2024-04-25,RT_OCV,RC_PROMO,CH_BDC,Transient,Checked-Out,8032.16,1,1,0
RES-16303,GST-0654,2024-08-18,2024-09-07,2024-09-10,RT_STQ,RC_PROMO,CH_EXP,Leisure,Checked-Out,6672.84,1,2,1
RES-16304,GST-1861,2024-07-21,2024-08-09,2024-08-15,RT_STQ,RC_RACK,CH_GDS,Group,Checked-Out,80472.6,3,2,0
RES-16305,GST-1533,2024-04-04,2024-06-02,2024-06-06,RT_STQ,RC_RACK,CH_EXP,Leisure,Checked-Out,18803.2,2,4,0
RES-16306,GST-1773,2024-02-04,2024-03-10,2024-03-13,RT_DLK,RC_PROMO,CH_EXP,Leisure,Checked-Out,10314.75,1,1,1
RES-16307,GST-0209,2024-11-19,2024-12-28,2025-01-01,RT_OCV,RC_RACK,CH_EXP,Leisure,Confirmed,26369.2,1,2,0
RES-16308,GST-0031,2024-06-08,2024-07-05,2024-07-06,RT_STQ,RC_RACK,CH_GDS,Transient,Checked-Out,8806.2,2,2,0
RES-16309,GST-0007,2024-09-19,2024-09-19,2024-09-21,RT_ACC,RC_CORP,CH_WAL,Leisure,Checked-Out,4142.4,1,2,0
RES-16310,GST-1110,2024-03-10,2024-03-31,2024-04-03,RT_DLK,RC_RACK,CH_EXP,Transient,Cancelled,0,1,1,2
RES-16311,GST-1282,2024-07-30,2024-08-06,2024-08-09,RT_STQ,RC_CORP,CH_DIR,Leisure,Checked-Out,10350.6,1,1,1
RES-16312,GST-0045,2024-10-19,2024-11-14,2024-11-17,RT_STQ,RC_RACK,CH_DIR,Transient,Checked-Out,10358.4,1,1,0
RES-16313,GST-0236,2024-02-02,2024-02-20,2024-02-24,RT_OCV,RC_NRF,CH_DIR,Leisure,Checked-Out,24464.96,1,1,0
RES-16314,GST-1432,2024-12-13,2024-12-30,2025-01-01,RT_OCV,RC_RACK,CH_DIR,Leisure,Confirmed,14102.4,1,1,0
RES-16315,GST-1834,2024-06-05,2024-06-19,2024-06-26,RT_STQ,RC_RACK,CH_BDC,Group,Checked-Out,15114.4,1,2,0
RES-16316,GST-0573,2024-06-09,2024-08-05,2024-08-06,RT_DLK,RC_AAA,CH_BDC,Business,Checked-Out,4141.8,1,1,0
RES-16317,GST-1381,2024-07-25,2024-09-01,2024-09-03,RT_OCV,RC_AAA,CH_EXP,Leisure,Checked-Out,7169.76,1,1,0
RES-16318,GST-0561,2024-08-31,2024-08-31,2024-09-04,RT_DLK,RC_NRF,CH_WAL,Leisure,Checked-Out,16024.32,1,1,0
RES-16319,GST-1507,2024-05-28,2024-05-28,2024-06-02,RT_OCV,RC_AAA,CH_WAL,Leisure,No-Show,3412.8,1,1,0
RES-16320,GST-0302,2024-10-07,2024-11-15,2024-11-16,RT_STQ,RC_AAA,CH_EXP,Transient,Cancelled,0,1,2,1
RES-16321,GST-0857,2024-08-05,2024-09-06,2024-09-07,RT_DLK,RC_RACK,CH_DIR,Business,Checked-Out,3381.6,1,2,1
RES-16322,GST-0423,2024-05-03,2024-05-23,2024-05-24,RT_DLK,RC_RACK,CH_DIR,Business,Checked-Out,3537.6,1,1,0
RES-16323,GST-1739,2024-03-01,2024-03-22,2024-03-25,RT_DLK,RC_CORP,CH_GDS,Transient,Checked-Out,13578.0,1,1,2
RES-16324,GST-0139,2024-01-08,2024-02-29,2024-03-01,RT_DLK,RC_NRF,CH_BDC,Business,Checked-Out,4533.36,1,2,0
RES-16325,GST-0759,2024-05-21,2024-06-28,2024-06-29,RT_DLK,RC_RACK,CH_DIR,Business,Checked-Out,3036.8,1,1,0
RES-16326,GST-1361,2024-01-10,2024-01-10,2024-01-13,RT_OCV,RC_CORP,CH_WAL,Leisure,Checked-Out,21040.5,1,2,1
RES-16327,GST-0604,2024-02-14,2024-03-16,2024-03-20,RT_OCV,RC_NRF,CH_EXP,Group,Checked-Out,16604.8,1,1,0
RES-16328,GST-1147,2024-06-13,2024-08-03,2024-08-06,RT_DLK,RC_RACK,CH_BDC,Leisure,Cancelled,0,1,2,1
RES-16329,GST-1915,2024-06-29,2024-08-20,2024-08-22,RT_STQ,RC_CORP,CH_BDC,Business,No-Show,4080.7,1,2,0
RES-16330,GST-0456,2024-01-04,2024-02-12,2024-02-13,RT_DLK,RC_NRF,CH_BDC,Business,Checked-Out,5013.84,1,1,0
RES-16331,GST-0004,2024-05-05,2024-05-05,2024-05-10,RT_STQ,RC_PROMO,CH_WAL,Leisure,Checked-Out,9254.8,1,1,1
RES-16332,GST-0015,2024-09-10,2024-09-30,2024-10-03,RT_ACC,RC_CORP,CH_GDS,Leisure,Checked-Out,7639.2,1,1,2
RES-16333,GST-1416,2024-07-04,2024-08-01,2024-08-02,RT_ACC,RC_AAA,CH_EXP,Business,Cancelled,0,1,1,0
RES-16334,GST-0002,2024-10-28,2024-10-29,2024-10-30,RT_STQ,RC_RACK,CH_WAL,Business,No-Show,2778.0,1,2,1
RES-16335,GST-0569,2024-02-14,2024-02-15,2024-02-20,RT_DLK,RC_RACK,CH_WAL,Leisure,Checked-Out,26910.0,1,1,0
RES-16336,GST-1493,2024-10-07,2024-10-14,2024-10-16,RT_DLK,RC_AAA,CH_GDS,Transient,Checked-Out,8105.4,1,1,1
RES-16337,GST-0119,2024-09-06,2024-10-06,2024-10-10,RT_OCV,RC_RACK,CH_DIR,Wholesale,Checked-Out,21640.0,1,1,0
RES-16338,GST-1754,2024-09-06,2024-09-06,2024-09-08,RT_STQ,RC_RACK,CH_WAL,Business,Checked-Out,4950.4,1,2,0
RES-16339,GST-1666,2024-10-04,2024-10-30,2024-11-06,RT_DLK,RC_CORP,CH_EXP,Group,Checked-Out,32823.0,1,1,0
RES-16340,GST-0507,2024-04-12,2024-06-05,2024-06-07,RT_STQ,RC_CORP,CH_BDC,Wholesale,Checked-Out,5035.2,1,2,0
RES-16341,GST-0057,2024-04-28,2024-05-17,2024-05-20,RT_OCV,RC_RACK,CH_EXP,Transient,Checked-Out,15324.0,1,1,0
RES-16342,GST-1216,2024-04-10,2024-04-11,2024-04-14,RT_STQ,RC_PROMO,CH_WAL,Transient,Checked-Out,6944.16,1,1,0
RES-16343,GST-1108,2024-10-12,2024-10-12,2024-10-15,RT_OCV,RC_AAA,CH_WAL,Leisure,Checked-Out,13181.4,1,1,0
RES-16344,GST-1758,2024-02-10,2024-03-16,2024-03-20,RT_STQ,RC_RACK,CH_EXP,Leisure,Cancelled,0,1,1,0
RES-16345,GST-0291,2024-08-15,2024-08-31,2024-09-06,RT_OCV,RC_CORP,CH_DIR,Group,Checked-Out,106119.0,3,1,0
RES-16346,GST-0264,2024-12-13,2024-12-24,2024-12-26,RT_STQ,RC_RACK,CH_GDS,Leisure,Checked-Out,8624.2,1,2,0
RES-16347,GST-1257,2024-01-17,2024-03-16,2024-03-19,RT_OCV,RC_RACK,CH_EXP,Transient,Checked-Out,17295.0,1,1,0
RES-16348,GST-0372,2024-04-25,2024-04-26,2024-04-28,RT_OCV,RC_NRF,CH_WAL,Transient,Checked-Out,6419.2,1,2,0
RES-16349,GST-1502,2024-05-24,2024-07-01,2024-07-02,RT_STQ,RC_NRF,CH_DIR,Transient,Checked-Out,2837.12,1,1,0
RES-16350,GST-0768,2024-11-15,2024-12-25,2024-12-27,RT_DLK,RC_AAA,CH_DIR,Business,Checked-Out,10073.7,1,2,1
RES-16351,GST-1571,2024-09-09,2024-10-12,2024-10-14,RT_STQ,RC_AAA,CH_BDC,Transient,Checked-Out,5787.0,1,2,0
RES-16352,GST-0528,2024-03-28,2024-04-17,2024-04-19,RT_DLK,RC_NRF,CH_DIR,Transient,Checked-Out,6261.76,1,1,0
RES-16353,GST-1134,2024-10-05,2024-10-28,2024-10-29,RT_STQ,RC_RACK,CH_DIR,Business,Checked-Out,3285.0,1,1,0
RES-16354,GST-0737,2024-02-28,2024-04-11,2024-04-12,RT_STQ,RC_RACK,CH_BDC,Business,Checked-Out,2495.2,1,1,0
RES-16355,GST-0073,2024-04-17,2024-05-14,2024-05-16,RT_STQ,RC_AAA,CH_BDC,Leisure,Checked-Out,4232.16,1,1,1
RES-16356,GST-0407,2024-10-07,2024-12-06,2024-12-10,RT_DLK,RC_AAA,CH_EXP,Wholesale,Checked-Out,22861.8,1,2,0
RES-16357,GST-1928,2024-02-13,2024-03-02,2024-03-04,RT_STE,RC_RACK,CH_GDS,Leisure,Checked-Out,17118.0,1,1,0
RES-16358,GST-0201,2024-10-08,2024-10-30,2024-11-01,RT_OCV,RC_RACK,CH_GDS,Business,Checked-Out,12418.0,1,1,0
RES-16359,GST-1608,2024-08-31,2024-09-29,2024-10-02,RT_DLK,RC_AAA,CH_BDC,Leisure,Checked-Out,9789.12,1,1,0
RES-16360,GST-0950,2024-01-05,2024-02-22,2024-02-25,RT_STQ,RC_CORP,CH_EXP,Group,Checked-Out,12207.0,1,1,1
RES-16361,GST-1118,2024-01-11,2024-03-10,2024-03-12,RT_ACC,RC_CORP,CH_BDC,Wholesale,Checked-Out,5318.0,1,2,0
RES-16362,GST-0487,2024-01-26,2024-03-01,2024-03-05,RT_OCV,RC_RACK,CH_BDC,Leisure,Checked-Out,18236.0,1,1,0
RES-16363,GST-0697,2024-08-21,2024-09-06,2024-09-10,RT_STQ,RC_CORP,CH_BDC,Leisure,Checked-Out,9027.2,1,1,1
RES-16364,GST-0916,2024-04-10,2024-04-18,2024-04-20,RT_DLK,RC_CORP,CH_GDS,Leisure,Checked-Out,7056.0,1,1,1
RES-16365,GST-0520,2024-05-14,2024-06-20,2024-06-21,RT_DLK,RC_NRF,CH_BDC,Business,Checked-Out,2855.68,1,2,1
RES-16366,GST-0854,2024-06-17,2024-08-08,2024-08-11,RT_STQ,RC_PROMO,CH_EXP,Leisure,Cancelled,0,1,1,0
RES-16367,GST-1289,2024-04-17,2024-05-15,2024-05-19,RT_STQ,RC_NRF,CH_EXP,Leisure,No-Show,1633.28,1,2,0
RES-16368,GST-0070,2024-09-24,2024-10-18,2024-10-23,RT_STQ,RC_RACK,CH_DIR,Leisure,Cancelled,0,1,2,0
RES-16369,GST-1697,2024-08-20,2024-09-03,2024-09-05,RT_STQ,RC_RACK,CH_GDS,Transient,Checked-Out,4732.8,1,1,0
RES-16370,GST-0162,2024-05-24,2024-07-06,2024-07-12,RT_DLK,RC_NRF,CH_DIR,Group,Checked-Out,26370.24,1,1,0
RES-16371,GST-1725,2024-04-25,2024-06-10,2024-06-11,RT_STQ,RC_CORP,CH_EXP,Business,Checked-Out,2067.2,1,1,1
RES-16372,GST-1567,2024-08-10,2024-08-28,2024-08-30,RT_DLK,RC_NRF,CH_DIR,Transient,Checked-Out,7633.6,1,2,1
RES-16373,GST-1852,2024-05-24,2024-07-12,2024-07-17,RT_STQ,RC_PROMO,CH_EXP,Group,Cancelled,0,1,1,0
RES-16374,GST-1783,2024-08-27,2024-09-24,2024-09-29,RT_OCV,RC_NRF,CH_DIR,Leisure,Checked-Out,33785.6,2,2,0
RES-16375,GST-0486,2024-06-22,2024-07-06,2024-07-09,RT_STQ,RC_RACK,CH_BDC,Leisure,Checked-Out,10986.3,1,2,2
RES-16376,GST-1823,2024-07-03,2024-08-30,2024-09-02,RT_STQ,RC_RACK,CH_EXP,Transient,Cancelled,0,1,1,0
RES-16377,GST-1718,2024-10-29,2024-11-24,2024-11-27,RT_DLK,RC_NRF,CH_GDS,Transient,Checked-Out,11859.12,1,1,0
RES-16378,GST-1908,2024-02-19,2024-02-19,2024-02-21,RT_STQ,RC_PROMO,CH_WAL,Transient,Checked-Out,5712.85,1,1,1
RES-16379,GST-1271,2024-06-26,2024-08-12,2024-08-14,RT_STQ,RC_CORP,CH_EXP,Transient,Cancelled,0,1,2,0
RES-16380,GST-0338,2024-03-09,2024-03-29,2024-03-30,RT_STQ,RC_NRF,CH_BDC,Transient,Checked-Out,2290.4,1,2,1
RES-16381,GST-1006,2024-04-24,2024-06-09,2024-06-10,RT_STQ,RC_AAA,CH_BDC,Business,Checked-Out,2361.6,1,1,1
RES-16382,GST-0342,2024-07-13,2024-09-10,2024-09-11,RT_STQ,RC_RACK,CH_EXP,Business,Checked-Out,2176.0,1,1,0
RES-16383,GST-0161,2024-02-29,2024-03-17,2024-03-21,RT_STQ,RC_CORP,CH_EXP,Leisure,Checked-Out,11652.0,1,1,0
RES-16384,GST-0227,2024-11-13,2024-12-16,2024-12-18,RT_OCV,RC_RACK,CH_DIR,Leisure,Checked-Out,15441.4,1,2,0
RES-16385,GST-0027,2024-06-29,2024-08-14,2024-08-15,RT_OCV,RC_NRF,CH_EXP,Business,Checked-Out,6450.08,1,2,0
RES-16386,GST-0645,2024-07-07,2024-07-08,2024-07-12,RT_STQ,RC_AAA,CH_WAL,Group,Checked-Out,28978.56,2,3,1
RES-16387,GST-0302,2024-01-25,2024-02-28,2024-03-01,RT_DLK,RC_CORP,CH_EXP,Business,Checked-Out,9154.6,1,1,0
RES-16388,GST-1910,2024-08-08,2024-09-01,2024-09-03,RT_STQ,RC_AAA,CH_BDC,Business,Checked-Out,4659.84,1,2,0
RES-16389,GST-0760,2024-04-30,2024-06-16,2024-06-20,RT_DLK,RC_AAA,CH_BDC,Leisure,Cancelled,0,1,1,1
RES-16390,GST-0063,2024-05-30,2024-07-26,2024-08-01,RT_DLK,RC_PROMO,CH_BDC,Group,Checked-Out,61035.78,2,4,0
RES-16391,GST-1039,2024-07-25,2024-08-09,2024-08-11,RT_STQ,RC_CORP,CH_DIR,Leisure,Checked-Out,8013.2,1,1,1
RES-16392,GST-0236,2024-01-03,2024-01-16,2024-01-17,RT_OCV,RC_RACK,CH_DIR,Business,Checked-Out,5985.2,1,1,0
RES-16393,GST-1941,2024-10-04,2024-11-06,2024-11-11,RT_DLK,RC_CORP,CH_DIR,Leisure,Checked-Out,28294.5,1,2,1
RES-16394,GST-0256,2024-02-14,2024-02-14,2024-02-18,RT_ACC,RC_PROMO,CH_WAL,Group,Checked-Out,11416.86,1,2,0
RES-16395,GST-0649,2024-04-21,2024-06-18,2024-06-20,RT_DLK,RC_NRF,CH_EXP,Business,Checked-Out,5153.28,1,2,1
